id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,8875,8875,8875.0, 36 months,13.11,299.51,B,B4,Spotlight Dental,6 years,MORTGAGE,35000.0,Source Verified,Oct-2012,Fully Paid,n,,"  Borrower added on 09/27/12 > I have made many poor choices yrs ago and I have been working everyday to better myself and my life.  Debt unfortunately is one thing that is holding me back. I will continue to work hard but Im wanting to make my future better for myself.  With lowering my interest rate, it will make a huge change<br>",debt_consolidation,Debt consolidation,300xx,GA,28.9,0.0,Jan-2002,0.0,60.0,,16.0,0.0,9269,51.2,29.0,w,0.0,0.0,9665.9825684186,9665.98,8875.0,790.98,0.0,0.0,0.0,Jul-2013,7270.81,,Jan-2019,0.0,,1,Individual,,,,0.0,0.0,189129.0,,,,,,,,,,,,18100.0,,,,5.0,14548.0,2340.0,49.1,0.0,0.0,110.0,130.0,8.0,7.0,1.0,49.0,60.0,8.0,60.0,0.0,1.0,4.0,3.0,9.0,8.0,12.0,20.0,4.0,16.0,0.0,0.0,0.0,3.0,93.0,33.3,0.0,0.0,215771.0,45744.0,4600.0,52865.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 60 months,16.78,494.69,C,C5,Cherokee Nation,10+ years,MORTGAGE,110000.0,Verified,Aug-2013,Fully Paid,n,,,debt_consolidation,Debt consolidation,744xx,OK,21.97,1.0,Jan-2000,0.0,15.0,,15.0,0.0,45298,88.3,35.0,f,0.0,0.0,29681.2813324659,29681.28,20000.0,9681.28,0.0,0.0,0.0,Aug-2018,494.57,,Feb-2019,0.0,45.0,1,Individual,,,,0.0,79.0,112466.0,,,,,,,,,,,,51300.0,,,,1.0,8033.0,5333.0,83.9,0.0,0.0,154.0,165.0,62.0,9.0,1.0,62.0,35.0,23.0,15.0,0.0,8.0,11.0,8.0,12.0,11.0,12.0,23.0,11.0,15.0,0.0,0.0,0.0,1.0,80.0,87.5,0.0,0.0,158123.0,77479.0,33100.0,48193.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000.0, 36 months,11.99,365.31,C,C1,Restitory Therapist,1 year,RENT,67000.0,Not Verified,Mar-2016,Fully Paid,n,,,debt_consolidation,,820xx,WY,12.39,0.0,Nov-1986,0.0,24.0,,15.0,0.0,10769,50.6,40.0,w,0.0,0.0,12061.8225891935,12061.82,11000.0,1061.82,0.0,0.0,0.0,Mar-2017,8111.16,,May-2018,0.0,24.0,1,Individual,,,,0.0,0.0,41580.0,2.0,6.0,2.0,4.0,2.0,30811.0,93.0,1.0,1.0,4139.0,76.0,21300.0,1.0,0.0,2.0,5.0,2970.0,1161.0,78.1,0.0,0.0,34.0,352.0,3.0,2.0,0.0,68.0,24.0,0.0,24.0,1.0,1.0,6.0,2.0,17.0,6.0,9.0,34.0,6.0,15.0,0.0,0.0,0.0,3.0,95.0,50.0,0.0,0.0,54425.0,41580.0,5300.0,33125.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,12.99,336.9,C,C1,coordinator of allied health,10+ years,RENT,45000.0,Source Verified,Jun-2014,Charged Off,n,,,debt_consolidation,Debt consolidation,286xx,NC,34.59,0.0,May-2000,2.0,,,12.0,0.0,15566,42.8,56.0,w,0.0,0.0,2326.11,2326.11,693.4,317.3,0.0,1315.41,13.1541,Sep-2014,336.9,,Oct-2016,0.0,,1,Individual,,,,0.0,686.0,83032.0,,,,,,,,,,,,36400.0,,,,8.0,6919.0,6313.0,64.5,0.0,0.0,157.0,162.0,12.0,1.0,5.0,12.0,,1.0,,0.0,4.0,7.0,4.0,7.0,17.0,8.0,34.0,7.0,12.0,0.0,0.0,0.0,2.0,100.0,75.0,0.0,0.0,109156.0,83032.0,17800.0,72756.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,26000,26000,26000.0, 60 months,9.44,545.29,B,B1,Field Technician,< 1 year,MORTGAGE,95000.0,Not Verified,Oct-2017,Current,n,,,debt_consolidation,Debt consolidation,483xx,MI,8.31,0.0,Aug-2004,0.0,,,7.0,0.0,24583,42.8,25.0,w,20597.36,20597.36,8152.08,8152.08,5402.64,2749.44,0.0,0.0,0.0,Jan-2019,545.29,Mar-2019,Feb-2019,0.0,,1,Joint App,187000.0,11.46,Not Verified,0.0,0.0,550511.0,0.0,0.0,0.0,0.0,25.0,0.0,,0.0,0.0,14035.0,43.0,57500.0,1.0,6.0,0.0,3.0,91752.0,27017.0,47.5,0.0,0.0,154.0,158.0,31.0,12.0,7.0,31.0,,13.0,,0.0,3.0,4.0,4.0,7.0,3.0,5.0,15.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,33.3,0.0,0.0,597500.0,24583.0,51500.0,0.0,47607.0,Dec-2000,0.0,7.0,10.0,30.3,1.0,16.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17500,17500,17500.0, 36 months,10.91,572.19,B,B4,HHA,8 years,RENT,35000.0,Verified,Jul-2017,Current,n,,,small_business,Business,100xx,NY,5.52,0.0,Dec-2003,0.0,,,10.0,0.0,3995,7.9,11.0,w,4896.09,4896.09,14621.0,14621.0,12603.91,2017.09,0.0,0.0,0.0,Feb-2019,772.19,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,3995.0,1.0,0.0,0.0,0.0,,0.0,,1.0,1.0,2033.0,8.0,50800.0,0.0,0.0,0.0,1.0,400.0,36425.0,9.8,0.0,0.0,,163.0,4.0,4.0,0.0,4.0,,,,0.0,3.0,4.0,7.0,7.0,0.0,10.0,11.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,50800.0,3995.0,40400.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10500,10500,10500.0, 60 months,16.91,260.45,C,C5,,,OWN,21872.28,Verified,Nov-2018,Current,n,,,debt_consolidation,Debt consolidation,494xx,MI,56.48,0.0,Apr-2008,0.0,,,7.0,0.0,10555,54.1,18.0,w,10157.75,10157.75,712.31,712.31,342.25,370.06,0.0,0.0,0.0,Feb-2019,260.45,Mar-2019,Feb-2019,0.0,,1,Joint App,50442.28,32.14,Verified,0.0,0.0,30099.0,0.0,3.0,1.0,2.0,12.0,19544.0,68.0,1.0,1.0,0.0,62.0,19500.0,1.0,8.0,2.0,3.0,5017.0,,,0.0,0.0,127.0,61.0,7.0,7.0,0.0,,,2.0,,0.0,0.0,2.0,0.0,0.0,12.0,4.0,6.0,2.0,7.0,0.0,0.0,0.0,2.0,100.0,,0.0,0.0,48234.0,30099.0,0.0,28734.0,26293.0,Apr-2008,1.0,0.0,10.0,61.9,3.0,9.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000.0, 60 months,13.49,552.12,C,C2,Implementation Supervisor,10+ years,MORTGAGE,160000.0,Verified,Nov-2016,Current,n,,,credit_card,Credit card refinancing,481xx,MI,7.36,2.0,Nov-1987,0.0,18.0,,5.0,0.0,3037,75.9,20.0,w,15151.6,15151.6,14889.25,14889.25,8848.4,6040.85,0.0,0.0,0.0,Feb-2019,552.12,Mar-2019,Feb-2019,0.0,18.0,1,Individual,,,,0.0,0.0,349482.0,0.0,2.0,1.0,2.0,12.0,21822.0,77.0,0.0,1.0,3037.0,77.0,4000.0,0.0,5.0,0.0,3.0,69896.0,463.0,86.8,0.0,0.0,169.0,347.0,16.0,12.0,3.0,16.0,18.0,16.0,18.0,6.0,1.0,1.0,1.0,7.0,7.0,2.0,10.0,1.0,5.0,0.0,0.0,1.0,1.0,60.0,100.0,0.0,0.0,387581.0,24859.0,3500.0,28381.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,6.24,152.66,A,A2,Equipment Technician,2 years,MORTGAGE,55000.0,Source Verified,Nov-2015,Fully Paid,n,,,credit_card,Credit card refinancing,554xx,MN,10.12,0.0,Aug-2005,0.0,54.0,,6.0,0.0,6020,42.1,15.0,w,0.0,0.0,5338.5240867976,5338.52,5000.0,338.52,0.0,0.0,0.0,Jul-2017,1442.65,,Sep-2018,0.0,54.0,1,Individual,,,,0.0,0.0,207627.0,,,,,,,,,,,,14300.0,,,,3.0,34605.0,3279.0,23.7,0.0,0.0,123.0,116.0,11.0,11.0,1.0,18.0,,11.0,,3.0,1.0,2.0,2.0,3.0,10.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,76.9,0.0,0.0,0.0,224928.0,9406.0,4300.0,8371.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000.0, 36 months,13.99,239.21,C,C4,Manager,10+ years,RENT,39704.0,Not Verified,Apr-2015,Charged Off,n,,,car,Car financing,945xx,CA,25.54,0.0,Jan-2003,2.0,51.0,,15.0,0.0,16304,42.1,21.0,f,0.0,0.0,2749.59,2749.59,1313.48,594.76,0.0,841.35,151.4429999965,Dec-2015,239.21,,Oct-2016,0.0,52.0,1,Individual,,,,0.0,0.0,26304.0,,,,,,,,,,,,38700.0,,,,9.0,1754.0,16889.0,45.7,0.0,0.0,20.0,147.0,2.0,2.0,0.0,3.0,51.0,0.0,51.0,0.0,7.0,8.0,10.0,14.0,2.0,14.0,19.0,8.0,15.0,0.0,0.0,0.0,3.0,81.0,20.0,0.0,0.0,48700.0,26304.0,31100.0,10000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8225,8225,8225.0, 36 months,5.32,247.7,A,A1,SENIOR ENERGY TRADER,10+ years,MORTGAGE,100000.0,Not Verified,Aug-2016,Current,n,,,major_purchase,Major purchase,640xx,MO,13.51,0.0,Mar-2001,0.0,,,9.0,0.0,5361,14.8,20.0,w,1463.18,1463.18,7428.57,7428.57,6761.82,666.75,0.0,0.0,0.0,Feb-2019,247.7,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,230063.0,0.0,3.0,0.0,1.0,15.0,46431.0,66.0,0.0,0.0,2882.0,49.0,36200.0,0.0,0.0,0.0,1.0,25563.0,20690.0,14.1,0.0,0.0,185.0,129.0,28.0,15.0,4.0,56.0,,15.0,,0.0,2.0,4.0,3.0,4.0,10.0,5.0,6.0,4.0,9.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,298227.0,51792.0,24100.0,70027.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000.0, 36 months,9.16,191.25,B,B2,Field Technician,10+ years,MORTGAGE,80000.0,Source Verified,May-2016,Current,n,,,debt_consolidation,,604xx,IL,11.57,0.0,Jan-2002,0.0,,,4.0,0.0,5494,94.7,11.0,w,564.92,564.92,6305.14,6305.14,5435.08,870.06,0.0,0.0,0.0,Feb-2019,191.25,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,251286.0,0.0,1.0,0.0,0.0,46.0,51259.0,,0.0,0.0,3207.0,95.0,5800.0,0.0,0.0,0.0,0.0,62822.0,306.0,94.7,0.0,0.0,172.0,94.0,34.0,34.0,2.0,34.0,,,,0.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,294800.0,56753.0,5800.0,83000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2000,2000,2000.0, 36 months,13.67,68.04,C,C3,tech-c,2 years,RENT,35000.0,Source Verified,Feb-2016,Fully Paid,n,,,other,Other,240xx,VA,27.31,0.0,Nov-2012,0.0,,,7.0,0.0,5632,61.9,11.0,w,0.0,0.0,2442.6884877636,2442.69,2000.0,442.69,0.0,0.0,0.0,Nov-2018,268.45,,Dec-2018,0.0,,1,Individual,,,,0.0,0.0,29109.0,0.0,1.0,1.0,1.0,10.0,23477.0,74.0,0.0,2.0,742.0,72.0,9100.0,1.0,5.0,1.0,3.0,4158.0,2468.0,42.6,0.0,0.0,39.0,36.0,23.0,10.0,0.0,23.0,,10.0,,0.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,40697.0,29109.0,4300.0,31597.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11875,11875,11875.0, 60 months,16.2,290.05,C,C4,Service Advisor,8 years,OWN,34000.0,Source Verified,Oct-2013,Fully Paid,n,,,credit_card,Cosolidation,061xx,CT,34.24,0.0,Apr-2004,0.0,,,10.0,0.0,19903,59.4,21.0,f,0.0,0.0,17402.1175967475,17402.12,11875.0,5527.12,0.0,0.0,0.0,Oct-2018,289.17,,Oct-2018,0.0,,1,Individual,,,,0.0,0.0,28116.0,,,,,,,,,,,,33500.0,,,,1.0,2812.0,3897.0,83.1,0.0,0.0,106.0,115.0,9.0,9.0,0.0,9.0,,9.0,,0.0,4.0,5.0,4.0,5.0,8.0,8.0,13.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,57568.0,28116.0,23000.0,24068.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,7.26,154.99,A,A4,Underwriting closing supervisor,5 years,MORTGAGE,73000.0,Not Verified,Jun-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,390xx,MS,18.48,1.0,Apr-1992,0.0,15.0,25.0,8.0,1.0,9924,73.0,35.0,w,0.0,0.0,5369.2700000119,5369.27,5000.0,369.27,0.0,0.0,0.0,Sep-2016,3209.3,,Feb-2019,0.0,53.0,1,Individual,,,,0.0,861.0,172280.0,,,,,,,,,,,,13600.0,,,,4.0,21535.0,3676.0,73.0,0.0,0.0,157.0,278.0,2.0,2.0,3.0,2.0,15.0,7.0,15.0,3.0,4.0,4.0,4.0,11.0,19.0,4.0,13.0,4.0,8.0,0.0,0.0,0.0,3.0,68.7,50.0,0.0,0.0,186446.0,44767.0,13600.0,38946.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14275,14275,14275.0, 60 months,26.77,433.94,G,G1,Medical Billing,10+ years,MORTGAGE,42000.0,Verified,Oct-2015,Current,n,,,debt_consolidation,Debt consolidation,185xx,PA,24.69,2.0,May-1993,1.0,11.0,,18.0,0.0,11895,62.3,27.0,w,6969.1,6969.1,17538.99,17538.99,7305.9,10189.69,43.4,0.0,0.0,Feb-2019,433.94,Mar-2019,Feb-2019,0.0,45.0,1,Individual,,,,0.0,0.0,45884.0,,,,,,,,,,,,19100.0,,,,10.0,2549.0,4760.0,60.7,0.0,0.0,170.0,155.0,9.0,9.0,2.0,33.0,,0.0,11.0,1.0,5.0,13.0,5.0,5.0,10.0,13.0,13.0,13.0,18.0,0.0,0.0,0.0,3.0,70.4,0.0,0.0,0.0,85990.0,19936.0,12100.0,11000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000.0, 36 months,11.49,131.89,B,B5,Sales,10+ years,MORTGAGE,30000.0,Not Verified,May-2017,Charged Off,n,,,credit_card,Credit card refinancing,280xx,NC,31.92,0.0,Aug-1979,1.0,,,14.0,0.0,18880,51.9,19.0,f,0.0,0.0,920.68,920.68,674.25,246.43,0.0,0.0,0.0,Dec-2017,131.89,,Dec-2017,0.0,,1,Individual,,,,0.0,0.0,75019.0,1.0,1.0,0.0,0.0,32.0,7308.0,58.0,2.0,2.0,4397.0,53.0,36400.0,1.0,0.0,3.0,2.0,6252.0,9841.0,54.9,0.0,0.0,121.0,453.0,5.0,5.0,2.0,5.0,,0.0,,0.0,5.0,8.0,6.0,9.0,2.0,12.0,15.0,8.0,14.0,0.0,0.0,0.0,2.0,100.0,16.7,0.0,0.0,104904.0,26188.0,21800.0,12600.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 60 months,15.02,476.01,C,C3,supervisor,10+ years,MORTGAGE,50000.0,Source Verified,Jul-2018,Current,n,,,debt_consolidation,Debt consolidation,612xx,IL,15.6,0.0,May-2008,0.0,,,7.0,0.0,4037,61.2,28.0,w,18359.69,18359.69,3315.38,3315.38,1640.31,1675.07,0.0,0.0,0.0,Feb-2019,476.01,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,44593.0,0.0,2.0,1.0,2.0,8.0,6112.0,49.0,1.0,1.0,2775.0,53.0,6600.0,0.0,1.0,1.0,3.0,6370.0,1805.0,68.9,0.0,0.0,122.0,46.0,8.0,8.0,2.0,36.0,,8.0,,0.0,2.0,3.0,2.0,2.0,22.0,4.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,50.0,0.0,0.0,59724.0,10149.0,5800.0,12424.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000.0, 36 months,6.89,770.68,A,A3,Inside parts sales,5 years,MORTGAGE,60000.0,Source Verified,Sep-2015,Fully Paid,n,,,credit_card,Credit card refinancing,894xx,NV,17.76,0.0,Apr-2001,0.0,24.0,,12.0,0.0,10822,58.2,21.0,w,0.0,0.0,27406.0198342878,27406.02,25000.0,2406.02,0.0,0.0,0.0,Sep-2017,9697.13,,Sep-2018,0.0,,1,Individual,,,,0.0,0.0,256539.0,,,,,,,,,,,,18600.0,,,,3.0,21378.0,1157.0,89.3,0.0,0.0,90.0,173.0,12.0,12.0,4.0,54.0,,12.0,24.0,0.0,3.0,6.0,3.0,4.0,3.0,10.0,14.0,6.0,12.0,0.0,0.0,0.0,2.0,95.2,100.0,0.0,0.0,283586.0,26122.0,10800.0,31297.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000.0, 36 months,8.99,317.96,B,B1,Regional Installation Manager - Florida,3 years,RENT,51000.0,Not Verified,Aug-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,327xx,FL,27.04,0.0,Aug-2006,0.0,,,15.0,0.0,4902,6.5,23.0,w,0.0,0.0,10623.8299741801,10623.83,10000.0,623.83,0.0,0.0,0.0,May-2017,8085.14,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,27950.0,0.0,2.0,0.0,2.0,16.0,23048.0,76.0,2.0,3.0,1816.0,26.0,74900.0,0.0,0.0,0.0,5.0,1996.0,53898.0,3.4,0.0,0.0,18.0,119.0,7.0,7.0,0.0,33.0,,,,0.0,2.0,3.0,7.0,8.0,2.0,12.0,20.0,3.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,106661.0,27950.0,55800.0,30430.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 36 months,7.89,625.72,A,A5,,,MORTGAGE,55500.0,Verified,May-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,422xx,KY,26.85,0.0,Sep-2003,0.0,56.0,,8.0,0.0,24374,63.5,19.0,w,0.0,0.0,22048.8706572415,22048.87,20000.0,2048.87,0.0,0.0,0.0,Feb-2017,9543.24,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,97525.0,,,,,,,,,,,,38400.0,,,,2.0,12191.0,14026.0,63.5,0.0,0.0,110.0,139.0,15.0,15.0,2.0,15.0,56.0,,56.0,0.0,5.0,5.0,5.0,12.0,5.0,5.0,12.0,5.0,8.0,0.0,0.0,0.0,0.0,94.7,40.0,0.0,0.0,135498.0,42220.0,38400.0,31373.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,10.99,163.67,B,B3,Manager,2 years,MORTGAGE,130000.0,Not Verified,Jul-2014,Fully Paid,n,,,home_improvement,Home improvement,797xx,TX,4.03,1.0,Jun-1989,6.0,15.0,71.0,8.0,1.0,3764,27.0,26.0,w,0.0,0.0,5893.4956596091,5893.5,5000.0,893.5,0.0,0.0,0.0,Aug-2017,165.05,,Feb-2019,0.0,54.0,1,Individual,,,,0.0,0.0,417547.0,,,,,,,,,,,,14200.0,,,,2.0,59649.0,2875.0,20.0,0.0,0.0,158.0,301.0,7.0,6.0,7.0,27.0,15.0,4.0,15.0,0.0,4.0,6.0,5.0,8.0,7.0,6.0,15.0,4.0,7.0,,0.0,0.0,2.0,81.0,50.0,1.0,0.0,430395.0,3764.0,11500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000.0, 36 months,12.73,167.83,B,B5,Director,4 years,RENT,36480.0,Not Verified,Sep-2018,Current,n,,,credit_card,Credit card refinancing,787xx,TX,32.89,0.0,Aug-2009,1.0,25.0,,14.0,0.0,4999,18.5,19.0,w,4413.75,4413.75,832.08,832.08,586.25,245.83,0.0,0.0,0.0,Feb-2019,167.83,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,360.0,58657.0,2.0,8.0,2.0,2.0,5.0,53658.0,97.0,1.0,2.0,2304.0,71.0,27000.0,3.0,0.0,7.0,4.0,4190.0,15501.0,24.4,0.0,0.0,109.0,91.0,1.0,1.0,0.0,19.0,,1.0,25.0,0.0,4.0,4.0,4.0,6.0,10.0,6.0,9.0,4.0,14.0,0.0,0.0,0.0,3.0,94.7,25.0,0.0,0.0,82352.0,58657.0,20500.0,55352.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000.0, 36 months,15.31,139.27,C,C5,School Counselor,10+ years,MORTGAGE,48000.0,Verified,Feb-2016,Fully Paid,n,,,debt_consolidation,Debt consolidation,245xx,VA,27.0,0.0,Dec-1994,0.0,,,8.0,0.0,18011,94.3,25.0,w,0.0,0.0,4590.4138259426,4590.41,4000.0,590.41,0.0,0.0,0.0,Mar-2017,2925.97,,Jan-2018,0.0,,1,Individual,,,,0.0,0.0,239431.0,1.0,2.0,1.0,3.0,11.0,47411.0,75.0,1.0,1.0,9919.0,80.0,19100.0,2.0,0.0,2.0,4.0,34204.0,1089.0,94.3,0.0,0.0,155.0,254.0,2.0,2.0,3.0,2.0,,10.0,,0.0,3.0,3.0,3.0,5.0,7.0,4.0,15.0,3.0,8.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,266800.0,65422.0,19100.0,63238.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000.0, 36 months,10.91,653.93,B,B4,Parts manager,< 1 year,MORTGAGE,55000.0,Source Verified,Jan-2018,Current,n,,,home_improvement,Home improvement,330xx,FL,16.5,0.0,Sep-2008,0.0,,,11.0,0.0,8073,42.0,18.0,w,13516.54,13516.54,8470.78,8470.78,6483.46,1987.32,0.0,0.0,0.0,Feb-2019,653.93,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,307.0,226967.0,0.0,2.0,1.0,3.0,10.0,7841.0,54.0,0.0,0.0,2251.0,47.0,19200.0,1.0,0.0,3.0,4.0,20633.0,6971.0,38.9,0.0,0.0,112.0,110.0,25.0,10.0,2.0,25.0,,1.0,,0.0,2.0,4.0,5.0,6.0,6.0,8.0,10.0,4.0,11.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,247369.0,15914.0,11400.0,14439.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11400,11400,11400.0, 60 months,12.73,257.82,B,B5,Circulation Clerk/Teen Services,8 years,OWN,20054.0,Source Verified,Oct-2018,Current,n,,,debt_consolidation,Debt consolidation,646xx,MO,24.12,0.0,Mar-2008,0.0,,,10.0,0.0,4133,16.7,12.0,w,10843.69,10843.69,1023.22,1023.22,556.31,466.91,0.0,0.0,0.0,Feb-2019,257.82,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,18191.0,0.0,5.0,0.0,1.0,14.0,14058.0,75.0,0.0,0.0,3062.0,42.0,24800.0,0.0,0.0,0.0,1.0,1819.0,20067.0,17.1,0.0,0.0,127.0,74.0,27.0,14.0,0.0,27.0,,14.0,,0.0,3.0,3.0,4.0,4.0,6.0,5.0,6.0,3.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,43550.0,18191.0,24200.0,18750.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,28000,28000,28000.0, 36 months,11.99,929.87,B,B3,Managing Director,10+ years,MORTGAGE,648000.0,Source Verified,Nov-2013,Fully Paid,n,,,other,Personal Loan,926xx,CA,10.27,0.0,Jul-1994,1.0,,,15.0,0.0,90141,84.8,45.0,w,0.0,0.0,31507.39,31507.39,28000.0,3507.39,0.0,0.0,0.0,Feb-2015,18489.21,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,1512341.0,,,,,,,,,,,,106300.0,,,,5.0,108024.0,8887.0,88.4,0.0,0.0,217.0,232.0,5.0,3.0,4.0,31.0,,5.0,,0.0,4.0,6.0,5.0,9.0,20.0,9.0,20.0,6.0,15.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,1682183.0,155702.0,76500.0,178883.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
